Amount,Date,Expense_Category,Description
6.01,2019-03-23,Car,Parking
0.99,2019-03-20,Entertainment,iTunes
100.0,2019-03-19,Car,Metro Reload
5.38,2019-03-19,Car,Parking
3.88,2019-03-18,Car,Parking
8.66,2019-03-16,Car,Parking
3.88,2019-03-15,Car,Parking
10.0,2019-03-26,Disposable,Drinks
3.0,2019-03-30,Disposable,Beer
9.6,2019-03-28,Utilities,Renters
45.0,2019-03-25,Disposable,Johnny
14.5,2019-03-25,Utilities,Water
790.0,2019-03-25,Rent,Monthly rent
50.0,2019-03-25,Car,Monthly parking
13.0,2019-03-23,Disposable,Bob + Ediths
10.0,2019-03-23,Disposable,Food
39.21,2019-03-20,Utilities,Electric bill
65.0,2019-03-18,Disposable,FXA soccer
25.0,2019-03-22,Disposable,Katherine Hinermine RIP
22.5,2019-03-25,Disposable,Harris Teeter
21.0,2019-03-25,Disposable,Hair Cut
24.1,2019-03-26,Car,Gas
12.88,2019-03-29,Disposable,Harris Teeter
2.45,2019-03-30,Disposable,Ice Cream
19.0,2019-03-21,Car,New License
205.58,2019-02-03,Disposable,Austin ticket
6.38,2019-02-04,Car,Parking
63.58,2019-02-06,Disposable,BCAA's
99.0,2019-02-10,Disposable,MXDC
9.82,2019-02-08,Disposable,Uber
46.95,2019-02-08,Disposable,DC Fray soccer
3.88,2019-02-08,Car,Parking
2.0,2019-02-08,Disposable,Dunkin
15.299999999999997,2019-02-09,Disposable,Pork Barrel BBQ
40.0,2019-02-11,Car,Parking ticket
60.0,2019-02-10,Disposable,Cartridge
9.61,2019-02-03,Disposable,Uber
94.5,2019-02-03,Disposable,Revivalists Tickets
9.510000000000002,2019-02-02,Disposable,Uber
33.0,2019-02-01,Disposable,Anthem drinks
12.65,2019-02-01,Disposable,SweetGreen
23.29,2019-02-11,Car,Gas
23.03,2019-02-07,Disposable,"CVS (card, gum, mouthwash)"
30.53,2019-02-04,Disposable,Harris Teeter
178.57,2019-02-04,Disposable,Costco
39.99,2019-02-04,Gym,Monthly gym membership
25.0,2019-02-08,Disposable,Flowers for VA
47.0,2019-02-06,Utilities,TV
1.99,2019-02-13,Entertainment,Microsoft OneDrive
19.99,2019-02-14,School,Adobe Creative Cloud
10.99,2019-02-17,Entertainment,Netflix
60.0,2019-02-15,Disposable,Carlyle
17.13,2019-02-16,Disposable,Uber to 801
17.93,2019-02-17,Disposable,Uber home from 801
105.98,2019-02-16,Disposable,Costco
17.79,2019-02-15,Disposable,Harris Teeter
13.23,2019-02-14,Disposable,Harris Teeter
23.29,2019-02-12,Car,Gas
9.99,2019-02-11,Entertainment,Spotify
21.19,2019-02-11,Disposable,Harris Teeter
12.18,2019-02-11,Disposable,CVS (melatonin)
46.24,2019-02-19,Utilities,Electric bill
10.0,2019-02-17,Disposable,Tupelo
3.88,2019-02-22,Car,Parking
28.99,2019-02-22,School,Groovy course
15.0,2019-02-21,Disposable,Tonic
24.299999999999997,2019-02-17,Disposable,THAI
17.49,2019-02-17,Disposable,Damn Good Burger
24.0,2019-02-17,Disposable,Takoda
16.0,2019-02-16,Disposable,Busboys
790.0,2019-02-23,Rent,Monthly rent
50.0,2019-02-23,Car,Monthly parking
6.38,2019-02-26,Car,Parking
3.88,2019-02-25,Car,Parking
14.37,2019-02-24,Disposable,Taco Bell
25.0,2019-02-22,Disposable,Tonic
30.63,2019-02-28,Disposable,Harris Teeter
10.59,2019-02-25,Disposable,Harris Teeter
21.72,2019-02-25,Disposable,Harris Teeter
0.99,2019-02-18,Entertainment,iTunes
8.99,2019-02-28,Entertainment,Scribd
19.99,2019-02-26,Utilities,Water & Gas
9.6,2019-02-26,Utilities,Renters
12.0,2019-02-24,Disposable,Pizza
13.31,2019-01-01,Disposable,Uber home
5.0,2019-01-02,Car,Parking
5.0,2019-01-03,Car,Parking
59.0,2019-01-05,Disposable,El Chucho
11.49,2019-01-05,Disposable,Big Buns Burger
1.13,2019-01-06,Car,Parking
17.99,2019-01-06,Disposable,Gift for VA
9.88,2019-01-07,Car,Parking
7.48,2019-01-07,Disposable,Juul pods
8.53,2019-01-07,Disposable,Harris Teeter
15.9,2019-01-07,Disposable,Vape pen
31.79,2019-01-04,Disposable,"Bed, Bath, and Beyond"
297.52,2019-01-03,Disposable,Costco
39.99,2019-01-03,Gym,Monthly membership
11.12,2019-01-03,Disposable,Juul pods
7.68,2019-01-03,Disposable,Harris Teeter
18.17,2019-01-02,Utilities,Water
7.0,2019-01-06,Disposable,Wings
192.0,2019-01-08,Disposable,Ski trip (for VA)
10.99,2019-01-14,Entertainment,Netflix
10.32,2019-01-11,Disposable,Uber
12.65,2019-01-11,Disposable,Sweetgreen
8.25,2019-01-11,Disposable,Chipotle
19.300000000000004,2019-01-13,Disposable,Burrito Bros
1.99,2019-01-14,Entertainment,Microsoft OneDrive
27.0,2019-01-13,Disposable,Guapos
3.96,2019-01-12,Disposable,Uber
56.61,2019-01-08,School,Textbook
20.17,2019-01-10,School,Book
10.0,2019-01-10,Disposable,Soundcheck beer
100.0,2019-01-10,Car,Metro Reload
3.38,2019-01-10,Car,Parking
10.88,2019-01-08,Car,Parking
9.99,2019-01-10,Entertainment,Spotify
60.0,2019-01-12,Disposable,Oil Cartridge
25.0,2019-01-09,Disposable,Borgeous ticket
44.0,2019-01-17,Disposable,Crumbs and Whiskers
10.38,2019-01-17,Car,Parking
5.0,2019-01-16,Car,Parking
8.25,2019-01-19,Disposable,Chipotle
7.37,2019-01-19,Disposable,Panda Express
31.29,2019-01-20,Disposable,Uber (paid for Denis)
4.0,2019-01-19,Disposable,uber to DC
5.0,2019-01-19,Disposable,Beer
13.0,2019-01-18,Disposable,Dak Chicken
37.33,2019-01-17,Utilities,Electricity
44.0,2019-01-17,Utilities,TV
0.99,2019-01-20,Entertainment,iTUnes
14.84,2019-01-18,Disposable,Harris Teeter
20.37,2019-01-20,Car,Gas
21.0,2019-01-20,Disposable,Haircut
20.0,2019-01-20,Car,Car wash
35.0,2019-01-20,Car,EZ Pass
14.07,2019-01-16,Disposable,Harris Teeter
8.99,2019-01-30,Entertainment,Scribd
21.16,2019-01-29,Disposable,Harris Teeter
10.0,2019-01-28,Disposable,Ski locker
194.4,2019-01-28,Disposable,Snowboard rentals
14.23,2019-01-23,Disposable,Harris Teeter
3529.0,2019-01-24,School,Semester cost
8.25,2019-01-29,Disposable,Chipotle
7.88,2019-01-24,Car,Parking
8.35,2019-01-23,Disposable,Chipotle
158.99,2019-01-22,Disposable,Gift for VA
26.0,2019-01-20,Disposable,Tropicalia
14.7,2019-01-28,Utilities,Water
50.0,2019-01-28,Disposable,Food on ski trip
14.0,2019-01-28,Disposable,Ski trip fee
9.6,2019-01-25,Utilities,Renters
790.0,2019-01-24,Rent,Monthly rent 
50.0,2019-01-24,Car,Monthly parking
97.07,2019-01-25,Phone,Verizon monthly bill
29.44,2018-12-01,Disposable,Bob and Ediths
11.45,2018-12-01,Disposable,Pandas Express
13.96,2018-12-01,Disposable,Uber
11.74,2018-12-01,Disposable,Uber
10.95,2018-12-01,Car,Parking
41.6,2018-12-01,Utilities,TV
13.35,2018-12-02,Disposable,Uber
18.71,2018-12-02,Disposable,Damn Good Burger
102.0,2018-12-02,Disposable,Lost Society
5.0,2018-12-02,Disposable,Uber
14.45,2018-12-02,Disposable,Uber
8.0,2018-12-02,Disposable,Beer at Danny's
8.170000000000002,2018-12-03,Disposable,Uber
24.84,2018-12-03,Car,Gas
78.99,2018-12-03,Gym,monthly + year fee
20.97,2018-12-04,Disposable,Giant
45.0,2018-12-04,Disposable,Carmine's
6.0,2018-12-04,Disposable,Beer
10.48,2018-12-05,Disposable,Beer
10.95,2018-12-05,Car,Parking
75.0,2018-12-05,Disposable,Brunch
1.01,2018-12-06,Disposable,Harris Teeter
48.75,2018-12-06,Disposable,Woodford for VA
12.0,2018-12-06,Disposable,Drink
14.99,2018-12-07,Disposable,Charger
24.0,2018-12-08,Disposable,Dak chicken
100.0,2018-12-09,Disposable,Guapos
15.0,2018-12-09,Disposable,Decades Rewind
12.16,2018-12-09,Disposable,Uber
30.72,2018-12-09,Disposable,Groupon
7.0,2018-12-09,Disposable,Hawthorne
17.34,2018-12-09,Disposable,Uber
2.03,2018-12-09,Car,Parking
21.19,2018-12-10,Disposable,Harris Teeter
9.99,2018-12-10,Entertainment,Spotify
17.0,2018-12-10,Disposable,Hawthorne
47.0,2018-12-11,Disposable,eigth
10.95,2018-12-11,Car,Parking
10.0,2018-12-11,Disposable,Rum
63.59,2018-12-12,Disposable,Video game for Brian
5.0,2018-12-12,Car,Parking
6.559999999999999,2018-12-12,Disposable,Juul pods
1.99,2018-12-13,Entertainment,One Drive
28.05,2018-12-14,Disposable,Beer at Mumford
6.74,2018-12-14,Disposable,Uber
10.35,2018-12-14,Disposable,Uber
10.95,2018-12-14,Disposable,Sweetgreen
10.99,2018-12-14,Entertainment,Netflix
12.21,2018-12-14,Disposable,Chipotle
20.0,2018-12-14,Disposable,Whiskey at Circa
13.0,2018-12-15,Disposable,Taco Bell
33.59,2018-12-15,Disposable,Pork Barrel BBQ
-1.23,2018-12-16,Entertainment,Wall Street refund
4.600000000000001,2018-12-17,Disposable,Busboys & Poets
19.07,2018-12-17,Disposable,Harris Teeter
54.06,2018-12-17,Disposable,Amazon books
45.76,2018-12-18,Utilities,Electricity Bill
22.41,2018-12-18,Disposable,Harris Teeter
10.39,2018-12-18,Disposable,Mug for Brian
17.48,2018-12-18,Disposable,Juul pods
29.75,2018-12-18,Disposable,Bus back from NJ
5.0,2018-12-19,Car,Parking
10.95,2018-12-20,Car,Parking
10.95,2018-12-21,Car,Parking
0.99,2018-12-21,Entertainment,iTunes
790.0,2018-12-21,Rent,Monthly rent
50.0,2018-12-21,Car,Monthly parking
7.74,2018-12-21,Disposable,Chick-Fil-A
10.95,2018-12-22,Car,Parking
12.440000000000001,2018-12-22,Disposable,Busboys & Poets
16.79,2018-12-22,Disposable,Uber
45.0,2018-12-22,Disposable,Hawthorne drinks
43.0,2018-12-22,Disposable,Hawthorne brunch
25.29,2018-12-23,Disposable,Postmates
17.48,2018-12-26,Disposable,Juul pods
83.0,2018-12-26,Disposable,Christmas gfts
25.0,2018-12-26,Disposable,Potbelly's gift card
32.0,2018-12-26,Disposable,Eigth
11.01,2018-12-27,Disposable,Harris Teeter
27.0,2018-12-27,Car,Oil change
107.07,2018-12-27,Phone,Verizon monthly bill
17.0,2018-12-27,Disposable,First Down Sports Bar
13.0,2018-12-27,Disposable,Roofers Union
21.73,2018-12-28,Car,Gas
34.900000000000006,2018-12-28,Disposable,Lapis
8.82,2018-12-28,Disposable,Potbelly's
9.5,2018-12-28,Utilities,Renters
4.0,2018-12-28,Disposable,Beer
5.95,2018-12-29,Car,Parking
26.48,2018-12-29,Disposable,Beer
13.2,2018-12-30,Disposable,Uber
67.9,2018-12-30,Disposable,Nazca Mochica
11.48,2018-12-30,Disposable,Uber
13.0,2018-12-30,Disposable,Ubers
6.0,2018-12-31,Disposable,Uber to DC
7.0,2018-11-06,Disposable,Harris Teeter
26.95,2018-11-07,Car,Gas
22.5,2018-11-07,Disposable,Haircut
9.05,2018-11-06,Disposable,Harris Teeter
7.7,2018-11-05,Disposable,Bronx Pizza
20.89,2018-11-05,Disposable,Juul pods
10.95,2018-11-03,Car,Parking
39.99,2018-11-03,Gym,Monthly membership
10.95,2018-11-02,Car,Parking
5.0,2018-11-07,Car,Parking
16.0,2018-11-04,Disposable,Hula Girl
31.33,2018-11-02,Disposable,Jerry Chans
23.5,2018-11-01,Disposable,Passports
41.0,2018-11-03,Disposable,Whitlows
20.0,2018-11-04,Disposable,Don Tito's
35.0,2018-11-06,Disposable,Quintino ticket
63.5,2018-11-05,Disposable,Bus tickets to NYC
20.0,2018-11-05,Disposable,Paintball
16.0,2018-11-03,Disposable,Beer
38.0,2018-11-01,Utilities,Water
32.85,2018-11-17,Disposable,Jaeger
1.83,2018-11-15,Disposable,Trader Joe's
16.049999999999997,2018-11-14,Disposable,bowling
12.15,2018-11-19,Disposable,Soho market
10.95,2018-11-14,Car,Parking
5.63,2018-11-13,Disposable,7-Eleven
4.0,2018-11-12,Car,Parking
9.99,2018-11-10,Entertainment,Spotify
13.0,2018-11-17,Disposable,Taxis
40.0,2018-11-17,Disposable,Drinks
20.0,2018-11-17,Disposable,Houston Hall
65.0,2018-11-17,Disposable,Brunch
4.06,2018-11-20,Car,uber home
41.0,2018-11-18,Disposable,Phebes Tavern
80.0,2018-11-17,Disposable,Marquee
2.96,2018-11-16,Disposable,McDonalds
30.959999999999994,2018-11-16,Disposable,MegaBus
36.99,2018-11-16,Entertainment,Wall Street Journal
10.99,2018-11-14,Entertainment,Netflix
4.25,2018-11-13,Car,Parking
1.99,2018-11-13,Entertainment,OneDrive
18.11,2018-11-11,Disposable,TacoBell
5.48,2018-11-11,Disposable,Wendy's
10.0,2018-11-10,Disposable,Decades
7.83,2018-11-10,Disposable,Potbelly's
25.0,2018-11-10,Disposable,Taqueria Poblano
5.0,2018-11-09,Car,Parking
41.67,2018-11-15,Utilities,Electric bill
92.0,2018-11-14,Disposable,Remaining ski balance
40.0,2018-11-14,Disposable,Drinks
30.0,2018-11-09,Disposable,Blue Jacket
42.0,2018-11-08,Utilities,TV
20.0,2018-11-12,Disposable,BBQ
790.0,2018-11-26,Rent,Monthly rent
50.0,2018-11-26,Car,Monthly parking
5.0,2018-11-21,Car,Parking
15.91,2018-11-24,Disposable,Sheetz
41.0,2018-11-23,Disposable,Beanie and gloves
16.56,2018-11-23,Car,Gas
28.51,2018-11-25,Car,Gas
3.78,2018-11-25,Disposable,Harris Teeter
0.99,2018-11-21,Entertainment,iTunes
143.2,2018-11-26,Disposable,Gift for VA
108.23,2018-11-27,Phone,Monthly verizon bill
4.0,2018-11-30,Disposable,Captain Morgan
41.6,2018-11-30,Utilities,TV
9.6,2018-11-28,Utilities,Renter's insurance
12.96,2018-11-30,Disposable,Uber to DC
10.13,2018-11-27,Car,Parking
10.0,2018-11-24,Disposable,VT concessions
19.31,2018-11-29,Disposable,Penny Whisky Bar
11.42,2018-11-29,Disposable,Uber
5.62,2018-11-29,Disposable,Uber to Carmine's
5.0,2018-11-28,Car,Parking
10.13,2018-11-26,Car,Parking
15.0,2018-11-26,Disposable,DC Fray 
35.0,2018-11-24,Disposable,Famous Toastery
10.95,2018-11-30,Car,Parking
24.84,2018-11-30,Car,Gas
10.95,2018-11-29,Car,Parking
10.69,2018-11-28,Disposable,Harris Teeter
199.0,2018-11-28,School,Datacamp Annual subscription
90.9,2018-10-03,Disposable,Zog Soccer
49.6,2018-10-02,Utilities,TV
9.6,2018-10-02,Utilities,Renters
70.0,2018-10-02,Utilities,Electricity
100.0,2018-10-02,Disposable,Snowshoe deposit
6.0,2018-10-02,Utilities,Toilet paper & soap
21.0,2018-10-01,Disposable,Beer
39.99,2018-10-03,Gym,Monthly payment
12.5,2018-10-02,Disposable,Shoe repair
62.03,2018-10-02,Disposable,Giant groceries
16.95,2018-10-02,Disposable,Juul pods
5.0,2018-10-03,Car,Parking
24.1,2018-10-01,Disposable,BKK Cookshop
7.0,2018-10-07,Disposable,Richmond bar beer
32.0,2018-10-06,Disposable,Kickback Jacks
7.03,2018-10-08,Disposable,Taco Bell
45.0,2018-10-08,Disposable,Winery
3529.0,2018-10-09,School,Fall Tuition
20.0,2018-10-06,Disposable,Joe bartending
35.49,2018-10-15,Disposable,Juul pods
8.95,2018-10-13,Disposable,Lyft ride back for Tyrone
20.0,2018-10-15,Disposable,Gas
34.96,2018-10-13,Disposable,Beer and juul pods
768.78,2018-10-15,Car,Geico insurance
9.99,2018-10-10,Entertainment,Spotify
28.6,2018-10-08,Car,Gas
4.89,2018-10-06,Disposable,Gatorade
6.59,2018-10-15,Disposable,Sandwich
9.66,2018-10-13,Disposable,Uber
18.18,2018-10-13,Disposable,Uber
15.0,2018-10-13,Disposable,Clarendon Grill
1.99,2018-10-13,Entertainment,OneDrive
10.66,2018-10-13,Disposable,Uber
195.69,2018-10-11,Disposable,SnowShoe ski lifts
7.87,2018-10-11,Disposable,Chipotle
5.0,2018-10-10,Car,Parking
335.4,2018-10-27,Disposable,Costco
6.85,2018-10-26,Disposable,Sandwich
0.99,2018-10-22,Entertainment,iTunes
21.28,2018-10-18,Disposable,Giant groceries
7.69,2018-10-28,Disposable,Robeks
29.97,2018-10-28,Disposable,B Dubs
17.6,2018-10-26,Disposable,Continental
7.8,2018-10-27,Disposable,Birch & Bailley
9.88,2018-10-26,Car,Parking
7.46,2018-10-25,Disposable,Jimmy Johns
26.0,2018-10-24,Disposable,Ichiban
5.0,2018-10-24,Car,Parking
7.87,2018-10-23,Disposable,Chipotle
31.0,2018-10-21,Disposable,Raven Stadium beers
20.0,2018-10-21,Disposable,Fed Hill beer
21.19,2018-10-21,Disposable,Raven pre-game beers
10.0,2018-10-21,Disposable,801 Restaurant
16.5,2018-10-21,Disposable,Uber trip
46.5,2018-10-24,Utilities,Electricity
790.0,2018-10-24,Rent,Monthly payment
50.0,2018-10-24,Car,Monthly parking
19.0,2018-10-21,Disposable,Raven bar drinks
5.0,2018-10-21,Disposable,Coozie
5.0,2018-10-21,Disposable,Beer
19.459999999999994,2018-10-20,Disposable,Bowling
17.85,2018-10-17,Disposable,Uber
6.6,2018-10-17,Disposable,Bronx Pizza
11.13,2018-10-19,Car,Parking
24.0,2018-10-20,Disposable,Clarendon Ballroom
109.34,2018-10-24,Phone,Verizon Bill
18.0,2018-10-20,Disposable,White Ford Bronco
60.0,2018-10-13,Disposable,Hawthorne
48.0,2018-10-16,Disposable,Greensky tickets
81.0,2018-10-11,Disposable,Mumford Tickets
14.95,2018-10-31,Entertainment,Audible
5.0,2018-10-31,Car,Parking
7.87,2018-10-29,Disposable,Chipotle
34.43,2018-09-03,Disposable,Beer and juul pods
39.99,2018-09-03,Gym,Monthly gym membership
27.65,2018-09-05,Car,Gas
24.27,2018-09-07,Disposable,Giant groceries
8.99,2018-09-08,Entertainment,Scribd
21.55,2018-09-10,Disposable,Giant groceries
29.0,2018-09-10,Disposable,Dental care
9.99,2018-09-10,Entertainment,Spotify
8.1,2018-09-02,Disposable,Potbelly
17.96,2018-09-02,Disposable,Busboy's and Poets
31.07,2018-09-02,Disposable,Triumph
3.51,2018-09-03,Disposable,Wendy's
13.5,2018-09-03,Disposable,Taco Bell
3.88,2018-09-04,Car,Parking
5.0,2018-09-05,Car,Parking
17.73,2018-09-09,Disposable,Uber to DC
30.0,2018-09-10,Car,Parking ticket
10.0,2018-09-09,Disposable,Paper towels
25.0,2018-09-08,Disposable,Hookah
6.0,2018-09-07,Disposable,Uber to DC
7.0,2018-09-07,Disposable,Beer
73.0,2018-09-04,Utilities,Electric
11.02,2018-09-15,Disposable,Uber to DC
10.99,2018-09-14,Entertainment,Netflix
16.16,2018-09-14,Disposable,Uber back home
100.0,2018-09-17,Car,Metro Card restock
1.99,2018-09-17,Entertainment,Microsoft OneDrive
5.0,2018-09-12,Car,Parking
120.0,2018-09-12,Disposable,Costco membership
10.0,2018-09-15,Disposable,Beer
12.0,2018-09-15,Disposable,Burger
22.5,2018-09-14,Disposable,Bullpen
14.57,2018-09-13,Disposable,Beer at Drake
7.890000000000001,2018-09-14,Disposable,Beer before Drake
7.46,2018-09-13,Disposable,Card for VA
16.95,2018-09-13,Disposable,Flowers for VA
25.05,2018-09-11,Disposable,Giant groceries
11.02,2018-09-15,Disposable,Uber
93.0,2018-09-14,Disposable,Osteria Morini
7.05,2018-09-14,Disposable,Jeni's ice cream
51.0,2018-09-17,Disposable,Maydan
7.460000000000001,2018-09-18,Disposable,Uber
7.87,2018-09-19,Disposable,Chipotle
5.0,2018-09-19,Car,Parking
20.0,2018-09-22,Disposable,Decades cover
38.0,2018-09-22,Disposable,Carmines
4.5,2018-09-22,Disposable,Uber
40.0,2018-09-17,Utilities,TV
15.96,2018-09-22,Disposable,Uber home after Decades
0.99,2018-09-21,Entertainment,iTunes
2.04,2018-09-20,Disposable,Hariis Teeter
14.31,2018-09-20,Disposable,Giant groceries
10.03,2018-09-17,Disposable,Lyft back after Drake
20.0,2018-09-21,Disposable,Sound Check ticket
29.7,2018-09-26,Disposable,Hariis Teeter
11.95,2018-09-25,Disposable,Juul pods
8.0,2018-09-24,Disposable,Beer at Soundcheck
9.23,2018-09-23,Disposable,Taco Bell
2.2,2018-09-26,Disposable,Bronx Pizza
5.0,2018-09-26,Car,Parking
50.0,2018-09-23,Car,Monthly parking
790.0,2018-09-23,Rent,monthly rent
12.0,2018-09-26,Disposable,Happy Hour drink
148.21,2018-09-26,Phone,Verizon Bill
13.48,2018-09-30,Disposable,Uber
28.0,2018-09-30,Disposable,Exiles Bar
47.0,2018-09-29,Disposable,Due South
21.19,2018-09-29,Disposable,Beer
12.0,2018-09-30,Disposable,Nachos
53.5,2018-09-29,Disposable,El Techo
5.0,2018-08-01,Car,Parking
22.72,2018-08-01,Disposable,Giant groceries
27.39,2018-08-05,Disposable,Uber back from Decades
41.0,2018-08-03,Disposable,Radiator
73.55,2018-08-04,Utilities,Electric
82.0,2018-08-02,Disposable,Zog Sports
3.11,2018-08-02,Utilities,Gas
2.0,2018-08-06,Disposable,Beer
45.0,2018-08-05,Disposable,Wifi extenders
25.0,2018-08-04,Disposable,FootyGolf
4.25,2018-08-04,Disposable,Uber to Decades
20.0,2018-08-04,Disposable,Decades cover
39.99,2018-08-03,Gym,monthly bill
15.89,2018-08-04,Disposable,Soccer ball
37.0,2018-08-06,Disposable,Sospeso
5.0,2018-08-08,Car,Parking
25.0,2018-08-09,Disposable,Maketto
14.36,2018-08-10,Disposable,Uber to Clarendon Grill
13.51,2018-08-10,Disposable,Giant groceries
8.99,2018-08-08,Entertainment,Scribd
9.99,2018-08-10,Entertainment,Spotify
37.49,2018-08-10,Disposable,Juul pods and beer
65.0,2018-08-11,Disposable,Party bus
37.62,2018-08-11,Disposable,Brad Paisley ticket
17.71,2018-08-12,Disposable,Uber to Tropicalia
21.34,2018-08-12,Disposable,Young Chow
28.0,2018-08-12,Disposable,Barcelona wine bar
7.05,2018-08-12,Disposable,Jeni's ice cream
1.99,2018-08-13,Entertainment,OneDrive
81.95,2018-08-15,Disposable,DC Fray Fall soccer
106.7,2018-08-15,Disposable,Drake tickets
5.0,2018-08-15,Car,Parking
28.43,2018-08-13,Car,Gas
21.0,2018-08-13,Disposable,Haircut
6.0,2018-08-14,Utilities,Paper Towels
7.58,2018-08-18,Disposable,Chipotle
63.0,2018-08-17,Disposable,The G  Restaurant
178.97,2018-08-18,Disposable,Costco
10.5,2018-08-18,Disposable,Batting cage and water park
20.0,2018-08-19,Disposable,Yadi uber home
790.0,2018-08-20,Rent,Monthly rent
75.0,2018-08-20,Car,Monthly parking
35.0,2018-08-17,Utilities,TV
10.0,2018-08-19,Disposable,Juul pods
148.21,2018-08-26,Phone,verizon monthly bill
7.58,2018-08-26,Disposable,Chipotle
16.18,2018-08-24,Disposable,Uber
-3.1000000000000014,2018-08-25,Disposable,Costco
6.0,2018-08-25,Disposable,Jumbo Slice
27.0,2018-08-25,Disposable,Hookah and Uber back
75.0,2018-08-20,Car,monthly parking
52.0,2018-08-24,Utilities,Sewer refuse
0.99,2018-08-21,Entertainment,iTunes
4.95,2018-08-31,Disposable,Jeni's ice cream
21.0,2018-08-31,Disposable,District Distillery
5.0,2018-08-29,Car,Parking
21.8,2018-08-29,Disposable,White Ford Bronco tickets
11.83,2018-08-28,Disposable,Sweetgreen
22.0,2018-08-25,Disposable,Buffalo Billiards
12.8,2018-08-29,Disposable,Giant groceries
9.65,2018-08-31,Utilities,Renters
99.9,2018-08-30,Disposable,Ravens tickets
5.0,2018-08-26,Disposable,juul pod
161.7,2018-08-31,Car,Property tax
1000.0,2018-08-28,School,Pay mom back
78.0,2018-07-02,Disposable,The Hudson restaurant
39.99,2018-07-02,Gym,Sport & Health
5.97,2018-07-02,Disposable,Walgreen's snacks
47.5,2018-07-03,Disposable,89 Agave
29.75,2018-07-03,Disposable,Sedona t-shirt
8.99,2018-07-06,Entertainment,Scribd
281.15,2018-07-01,Disposable,El Tovar Hotel
36.0,2018-07-01,Disposable,Salsa Brava
37.0,2018-07-03,Disposable,89 Agave (again)
62.0,2018-07-03,Disposable,Barrio Queen
50.0,2018-07-04,Disposable,checking a bag AA bulsshit
31.24,2018-07-04,Disposable,Blanco Tacos
9.01,2018-07-04,Disposable,Panda Express
9.67,2018-07-04,Disposable,American Airlines
7.87,2018-07-05,Disposable,Chipotle
18.06,2018-07-06,Disposable,Potbelly
59.25,2018-07-02,Utilities,Lawn
24.0,2018-07-04,Car,Rental car gas
451.72,2018-07-07,Disposable,Costco
116.97,2018-07-07,Disposable,"Bed, Bath and Beyond"
53.0,2018-07-06,Disposable,Soundcheck
63.79,2018-07-09,School,Textbook
28.32,2018-07-08,School,Textbook
5.4,2018-07-10,Disposable,Buffalo Wild Wings
10.88,2018-07-09,Car,Parking
10.88,2018-07-10,Car,Parking
9.99,2018-07-10,Entertainment,Spotify
7.74,2018-07-10,Disposable,Harris Teeter
16.5,2018-07-10,Disposable,Office chair
22.0,2018-07-05,Utilities,Lawn care
8.11,2018-07-09,Disposable,Silent Disco ticket
7.47,2018-07-09,Utilities,Gas
51.66,2018-07-10,Car,Monthly Parking
10.99,2018-07-14,Entertainment,Netflix
32.99,2018-07-14,School,Textbook
35.5,2018-07-13,Utilities,Lawn Love
10.13,2018-07-13,Car,Parking
43.98,2018-07-12,School,Textbook
1.99,2018-07-11,Disposable,OneDrive
5.0,2018-07-11,Car,Parking
32.0,2018-07-13,Disposable,Silent Disco drinks
22.27,2018-07-15,Disposable,AirBnB
96.1,2018-07-14,Disposable,Best Buy
59.56,2018-07-14,Disposable,Home Depot
9.53,2018-07-14,Disposable,Target
21.05,2018-07-15,Car,Gas
26.48,2018-07-14,Disposable,"Bed, Bath and Beyond"
13.54,2018-07-13,Disposable,Safeway
38.24,2018-07-13,Disposable,CVS
24.75,2018-07-14,Utilities,Pest Control
5.0,2018-07-14,Utilities,Water
790.0,2018-07-23,Rent,Monthly Rent
75.0,2018-07-23,Car,Monthly Parking (Me & VA)
7.42,2018-07-21,Disposable,Calabash Creamery
30.6,2018-07-21,Disposable,Ocean Isle Fish Co
9.63,2018-07-20,Car,Parking
19.5,2018-07-19,Disposable,El Camino
16.0,2018-07-19,Disposable,Truxton Inn
148.21,2018-07-22,Phone,Verizon Bill
5.0,2018-07-18,Car,Parking
10.63,2018-07-19,Car,Parking
7.58,2018-07-18,Disposable,Chipotle
44.54,2018-07-15,Disposable,AirBnB
31.87,2018-07-22,Car,Gas
5.7,2018-07-22,Disposable,Red Bull
49.0,2018-07-22,Car,Metro Pass
52.11,2018-07-21,Disposable,Juul
25.62,2018-07-21,Car,Gas
0.99,2018-07-21,Disposable,iTunes
3529.0,2018-07-19,School,Summer semester tuition
17.0,2018-07-22,Disposable,Beach towel
5.0,2018-07-25,Car,Parking
28.0,2018-07-28,Disposable,THAI
29.06,2018-07-28,Car,Gas
16.95,2018-07-31,Disposable,Juul pods
10.0,2018-07-31,Disposable,Porch chairs
65.0,2018-07-31,Utilities,TV and Internet
5.0,2018-07-29,Disposable,Beer
9.66,2018-07-26,Utilities,Renter's
51.13,2018-07-29,Disposable,TV mounting
17.0,2018-07-27,Disposable,Black Whiskey
26.45,2018-07-27,Disposable,Blue Jacket
5.76,2018-06-01,Car,Parking
8.03,2018-06-02,Disposable,Potbelly
18.0,2018-06-02,Disposable,Sauf Haus
28.44,2018-06-04,Disposable,Giant groceries
8.13,2018-06-04,Car,Parking
6.75,2018-06-04,Utilities,Water
30.71,2018-06-04,Utilities,Electric
13.0,2018-06-02,Disposable,Drinks
20.0,2018-06-01,Disposable,Papa John and Ubers
